Comente,texto_final,sentimento_bert
@nubank tudo bem com o processo que vai chegar!!!,nubank tudo bem com processo que vai chegar,Neutral
"Fiz o pagamento do boleto ontem para o dinheiro cair na minha conta e até agora nada, cadê meu dinheiro?",fiz pagamento boleto ontem para dinheiro cair minha conta até agora nada cadê meu dinheiro,Neutral
Quero quitar uma dívida mas os valores de juros que estão me cobrando é um absurdo,quero quitar uma dívida mas valores juros que estão cobrando absurdo,Neutral
"Tá de brincadeira esses bancos, o q é está acontecendo? Meu genro foi passar as compras com limite no cartão e dando zerado, ninguém responde o q está acontecendo, o certo são as pessoas largar de usar pix e procurar outros bancos q não estão passando constrangimento eu mesmo tô ferrada o wiil mandou uma fatura triplicada para mim só rindo viu!",brincadeira esses bancos está acontecendo meu genro foi passar compras com limite cartão dando zerado ninguém responde está acontecendo certo são pessoas largar usar pix procurar outros bancos não estão passando constrangimento mesmo ferrada wiil mandou uma fatura triplicada para mim rindo viu,Neutral
"Poxa, fui tentar fazer uma compra no mercado e deu ""não autorizado"". Isso aconteceu com mais alguém?",poxa fui tentar fazer uma compra mercado deu não autorizado isso aconteceu com mais alguém,Neutral
"@henryquejesus e eu ia converter meu dinheiro físico em pix na nubank, vocês saiu do ar novamente?",henryquejesus converter meu dinheiro físico pix nubank vocês saiu novamente,Neutral
"@nubank E pq vcs estão comendo o dinheiro na conta das pessoas e cancelando as contas? Estou vendo comentários aqui, como é q pode fazer isso? Vou mandar minha filha cancelar essa conta urgentemente.",nubank vcs estão comendo dinheiro conta das pessoas cancelando contas estou vendo comentários aqui como pode fazer isso vou mandar minha filha cancelar essa conta urgentemente,Neutral
"@nubank Ficar com o dinheiro do cliente, assim na cara dura? E ainda vcs não está aceitando pagamento e se passar do dia ainda cobrar juros? No momento q erro são de vcs? Não existe isso, vcs não pode impedir das pessoas pagar o boleto, e o dinheiro q tiver na conta p pagar as dívidas, como: Recibos de água, luz, aluguel etc...?",nubank ficar com dinheiro cliente assim cara dura ainda vcs não está aceitando pagamento passar dia ainda cobrar juros momento erro são vcs não existe isso vcs não pode impedir das pessoas pagar boleto dinheiro tiver conta pagar dívidas como recibos água luz aluguel etc,Neutral
@nubank minha quitação é avista e nem assim chegamos a um acordo,nubank minha quitação avista nem assim chegamos acordo,Neutral
@_rmrsm_ conseguiu?, rmrsm  conseguiu,Neutral
@sato746 vc já conseguiu ?,sato746 conseguiu,Neutral
@eu_alessandrasantos_ofc @nubank,eu alessandrasantos ofc nubank,Neutral
@eu_alessandrasantos_ofc ainda n,eu alessandrasantos ofc ainda,Neutral
@eu_alessandrasantos_ofc já. Tem que ficar no email deles noite e dia.,eu alessandrasantos ofc já tem que ficar email deles noite dia,Neutral
"@eu_alessandrasantos_ofc com 3 dias eles me pediram os dados , mais uns 3 dias depois fizeram a devolução 6 dias ao total.",eu alessandrasantos ofc com dias eles pediram dados mais uns dias depois fizeram devolução dias total,Neutral
Cadê meu dinheiro?????,cadê meu dinheiro,Neutral
Devolver o dinheiro nada né.,devolver dinheiro nada né,Neutral
@nubank cadê meu dinheiro??????????,nubank cadê meu dinheiro,Neutral
"Cancelam conta com dinheiro nela e nem aviso dão, quero meu dinheiro @nubank",cancelam conta com dinheiro nela nem aviso dão quero meu dinheiro nubank,Neutral
"@nubank cancelam a conta com dinheiro e não avisam, quero meu dinheiro",nubank cancelam conta com dinheiro não avisam quero meu dinheiro,Neutral
@nubank devolve meu dinheiro,nubank devolve meu dinheiro,Neutral
"@nubank mais de 7 dias de prazo pra devolução, cadê meu dinheiro???????????? @nubank",nubank mais dias prazo pra devolução cadê meu dinheiro nubank,Neutral
A porra do Pix não funciona 😡😡😡😕,porra pix não funciona,Neutral
Me prejudicou pq não consigo fazer o Pix 😢bando de infelizes viu,prejudicou não consigo fazer pix bando infelizes viu,Neutral
"@nubank @bancocentraldobrasil  Tenho um limite de 50 reais onde usei várias vezes inclusive no mesmo dia e paguei ! Fatura em dia sem ter limite adicional liberado! E pasmem estão me cobrando uma FATURA DE 4492! NAO DEVO ESSE VALOR JA FIZ VÁRIOS CHAMADOS PARA TENTAR RESOLVER ! NÃO VOU PAGAR ALGO QUE NAO DEVO! NAO ESTOU CONtestando NENHUMA COMPRA ESTOU CONTESTANDO O VALOR DA FATURA QUE ESTAO ME COBRANDO SENDO QUE MEU LIMITE É 50 REIAS NAO TENHO COMPRA PARCELADA OU LIMITE ADICIONAL! COMO SEMPRE USEI OS 50 REIAS E PAGUEI ! COMO POSSO DEVER 4.492!!!!!!!!
NÃO INDICO ESSE BANCO A NINGUÉM NUNCA MAIS USO ! E VOU COBRAR TODOS MEUS DIREITOS NA JUSTIÇA!!!!!",nubank bancocentraldobrasil tenho limite reais onde usei várias vezes inclusive mesmo dia paguei fatura dia sem ter limite adicional liberado pasmem estão cobrando uma fatura 4492 nao devo esse valor fiz vários chamados para tentar resolver não vou pagar algo que nao devo nao estou contestando nenhuma compra estou contestando valor fatura que estao cobrando sendo que meu limite reias nao tenho compra parcelada limite adicional como sempre usei reias paguei como posso dever 4492 não indico esse banco ninguém nunca mais uso vou cobrar todos meus direitos justiça,Neutral
"Essa nubank não me dá crédito eu pago minhas faturas tudo em dias, 5 anos que uso, só me deram 400",essa nubank não crédito pago minhas faturas tudo dias anos que uso deram 400,Neutral
"Por favor, a transação é legítima, fui eu mesma que fiz , e uma conta que sempre transaciono",por favor transação legítima fui mesma que fiz uma conta que sempre transaciono,Neutral
Liberem meu dinheoro,liberem meu dinheoro,Neutral
"@samuel_sobrinho10 Talvez se vc fosse um desempregado, com nome sujo e devendo até as calcas, eles aumentariam, quem paga certinho eles não dão crédito não",samuel sobrinho10 talvez fosse desempregado com nome sujo devendo até calcas eles aumentariam quem paga certinho eles não dão crédito não,Neutral
@faniagoncalves infelizmente,faniagoncalves infelizmente,Neutral
Muita gente reclamando,muita gente reclamando,Neutral
O primeiro personagem é o próprio nubank que se faz de sonso e não devolve o pix do dinheiro que está bloqueado na minha conta.,primeiro personagem próprio nubank que faz sonso não devolve pix dinheiro que está bloqueado minha conta,Neutral
@henrypro77 triste isso,henrypro77 triste isso,Neutral
@sato746 acho um absurdo eles bloquearam nosso saldo. Deus me livre da Nubank sinceramente resolvendo meu caso não quero mais saber deles não,sato746 acho absurdo eles bloquearam nosso saldo deus livre nubank sinceramente resolvendo meu caso não quero mais saber deles não,Neutral
@jes.sicascarleth sim acabou de acontecer comigo uma verdadeira falta de respeito e não é a primeira vez mais agora vou tomar vergonha na cara e nunca mais colocar guardar meu dinheiro na Nubank Deus ms livre,jessicascarleth sim acabou acontecer comigo uma verdadeira falta respeito não primeira vez mais agora vou tomar vergonha cara nunca mais colocar guardar meu dinheiro nubank deus livre,Neutral
@vanna_empoderamento em quantos dias ?,vanna empoderamento quantos dias,Neutral
"É muita falta de respeito de vocês bloquear nosso saldo, precisamos resolver tantas coisas no dia a dia mais não é primeira vez que acontece vocês resolvendo nunca mais uso essa porcaria desse banco.",muita falta respeito vocês bloquear nosso saldo precisamos resolver tantas coisas dia dia mais não primeira vez que acontece vocês resolvendo nunca mais uso essa porcaria desse banco,Neutral
Já resolveu já,resolveu,Neutral
7 dias,dias,Neutral
@_rmrsm_ conseguiu resolver ?, rmrsm  conseguiu resolver,Neutral
Entraram em contato.com o nubank fingindo ser eu. Pedi a cópia da gravação da chamada e até hoje não enviaram.,entraram contatocom nubank fingindo ser eu pedi cópia gravação chamada até hoje não enviaram,Neutral
n 7 dias hj,dias,Neutral
"@nubank já entrei em contato duas vezes, em ambas ligações, disseram pra aguardar. E até agora nada. Amo meu nubank, mas não estou me sentindo segura",nubank entrei contato duas vezes ambas ligações disseram pra aguardar até agora nada amo meu nubank mas não estou sentindo segura,Neutral
@santozmarcelo resolveu?,santozmarcelo resolveu,Neutral
"@_rmrsm_ Sim, dia 29 eu mandei os dados bancários e dia 03 eu recebi os valores.", rmrsm  sim dia mandei dados bancários dia recebi valores,Neutral
"Por favor verifique o meu cartão @, nubank porque eu paguei sexta feira e no aplicativo ele está dando como atrasado e já está no rotativo , e  ele vence hoje",por favor verifique meu cartão nubank porque paguei sexta feira aplicativo ele está dando como atrasado está rotativo ele vence hoje,Neutral
"Nubank por favor verifiquem o que está acontecendo , eu enviei mensagem no direct",nubank por favor verifiquem que está acontecendo enviei mensagem direct,Neutral
"@alcemir_monteiro eu também gosto mas agora surgiu um problema paguei sexta feira ,venceria hoje está constando no aplicativo  falta de pagamento e já está no rotativo,gostaria de uma posição do nubank",alcemir monteiro também gosto mas agora surgiu problema paguei sexta feira venceria hoje está constando aplicativo falta pagamento está rotativogostaria uma posição nubank,Neutral
"Olha eu quero que resolvam eu paguei a fatura e está constando que está em atraso ,até no rotativo já está,sendo que venceria hoje por favor nubank eu quero resolver isto,se eu tiver devendo eu quero pagar mas quero saber como isto aconteceu porque aqui só onstava r00e pouco e eu paguei todo",olha quero que resolvam paguei fatura está constando que está atraso até rotativo estásendo que venceria hoje por favor nubank quero resolver istose tiver devendo quero pagar mas quero saber como isto aconteceu porque aqui onstava r00e pouco paguei todo,Neutral
"@samuel_sobrinho10 também queria saber, não aumentam o limite movimenta o cartão movimenta a conta com valor alto e mesmo assim fica em 260,00",samuel sobrinho10 também queria saber não aumentam limite movimenta cartão movimenta conta com valor alto mesmo assim fica 26000,Neutral
@chefrodrigoschweitzer Obg pela dica,chefrodrigoschweitzer obg pela dica,Neutral
"@nubank ah para, mais de cem mil movimentado em conta pra um limite nem de trezentos é ridículo",nubank para mais cem mil movimentado conta pra limite nem trezentos ridículo,Neutral
"@boesepucka sim, infelizmente",boesepucka sim infelizmente,Neutral
"Eita que hoje pra pagar boletos tinha que fazer uma oração antes. Difícil, mas melhorou.",eita que hoje pra pagar boletos tinha que fazer uma oração antes difícil mas melhorou,Neutral
"@eduardo_silvaa1 tenho também um valor bloqueado,  já faz 15 dias",eduardo silvaa1 tenho também valor bloqueado faz dias,Neutral
@nubank bloqueou o meu dinheiro e minha conta,nubank bloqueou meu dinheiro minha conta,Neutral
@henrypro77 conseguiu ?,henrypro77 conseguiu,Neutral
@leal__miih_ você conseguiu ?,leal  miih  você conseguiu,Neutral
@jes.sicascarleth você conseguiu?,jessicascarleth você conseguiu,Neutral
"@eu_alessandrasantos_ofc sim consegui pegaram os meus dados pelo e-mail da minha outra conta já fizeram a devolução, mais eu liguei várias vezes pra eles .",eu alessandrasantos ofc sim consegui pegaram meus dados pelo email minha outra conta fizeram devolução mais liguei várias vezes pra eles,Neutral
@santozmarcelo recebeu certo?,santozmarcelo recebeu certo,Neutral
@eu_alessandrasantos_ofc sim 🤣❤️👏🏼👏🏼👏🏼 o roxinho demorou 10 dias mais devolveu,eu alessandrasantos ofc sim roxinho demorou dias mais devolveu,Neutral
Tem um processo e chatinho mas devolvem ‘ não adianta estressa e no tempo deles 😮‍💨😮‍💨,tem processo chatinho mas devolvem não adianta estressa tempo deles,Neutral
@leal__miih_ o que vc fez pra conseguir?,leal  miih  que fez pra conseguir,Neutral
@eu_alessandrasantos_ofc eu enviei uma msgm no e-mail deles ‘,eu alessandrasantos ofc enviei uma msgm email deles,Neutral
Eles respondem por lá msm,eles respondem por msm,Neutral
Tem um processo de 15 dias tudo ‘ até a fase q eles pedem a conta pra transferência após 3 dias cai 👏🏼👏🏼,tem processo dias tudo até fase eles pedem conta pra transferência após dias cai,Neutral
"@leal__miih_ qual é o e-mail,preciso resolver o meu",leal  miih  qual emailpreciso resolver meu,Neutral
"A Monica faria, mas depois cobraria juros 😂",monica faria mas depois cobraria juros,Neutral
@jes.sicascarleth depois de quantos dias que colocou os dados vc recebeu?,jessicascarleth depois quantos dias que colocou dados recebeu,Neutral
Iyr,iyr,Neutral
@nubank mentira eu tenho a 6 anos e não passa de 900$ 🙄,nubank mentira tenho anos não passa 900,Neutral
